frame,can_iface,motor_id,position_rad,elapsed_ms,speed_rad_s,accel_rad_s2
21,can3,15,0.000029,420,1.600,0.501
21,can3,16,0.000573,420,1.600,0.501
22,can2,3,-0.000921,440,1.600,0.501
22,can2,4,0.000045,440,1.600,0.501
22,can2,5,-0.025286,440,1.600,0.501
22,can2,6,-0.000536,440,1.600,0.501
22,can3,13,0.001018,440,1.600,0.501
22,can3,14,0.000081,440,1.600,0.501
22,can3,15,0.000030,440,1.600,0.501
22,can3,16,0.000600,440,1.600,0.501
23,can2,3,-0.000963,460,1.600,0.500
23,can2,4,0.000047,460,1.600,0.500
23,can2,5,-0.026436,460,1.600,0.500
23,can2,6,-0.000561,460,1.600,0.500
23,can3,13,0.001065,460,1.600,0.500
23,can3,14,0.000084,460,1.600,0.500
23,can3,15,0.000032,460,1.600,0.500
23,can3,16,0.000628,460,1.600,0.500
24,can2,3,-0.001005,480,1.600,0.500
24,can2,4,0.000049,480,1.600,0.500
24,can2,5,-0.027585,480,1.600,0.500
24,can2,6,-0.000585,480,1.600,0.500
24,can3,13,0.001111,480,1.600,0.500
24,can3,14,0.000088,480,1.600,0.500
24,can3,15,0.000033,480,1.600,0.500
24,can3,16,0.000655,480,1.600,0.500
25,can2,3,-0.001047,500,1.600,0.500
25,can2,4,0.000051,500,1.600,0.500
25,can2,5,-0.028734,500,1.600,0.500
25,can2,6,-0.000610,500,1.600,0.500
25,can3,13,0.001157,500,1.600,0.500
25,can3,14,0.000092,500,1.600,0.500
25,can3,15,0.000034,500,1.600,0.500
25,can3,16,0.000682,500,1.600,0.500
26,can2,3,-0.001089,520,1.600,0.500
26,can2,4,0.000053,520,1.600,0.500
26,can2,5,-0.029884,520,1.600,0.500
26,can2,6,-0.000634,520,1.600,0.500
26,can3,13,0.001204,520,1.600,0.500
26,can3,14,0.000095,520,1.600,0.500
26,can3,15,0.000036,520,1.600,0.500
26,can3,16,0.000709,520,1.600,0.500
27,can2,3,-0.001131,540,1.600,0.500
27,can2,4,0.000055,540,1.600,0.500
27,can2,5,-0.031033,540,1.600,0.500
27,can2,6,-0.000658,540,1.600,0.500
27,can3,13,0.001250,540,1.600,0.500
27,can3,14,0.000099,540,1.600,0.500
27,can3,15,0.000037,540,1.600,0.500
27,can3,16,0.000737,540,1.600,0.500
28,can2,3,-0.001173,560,1.600,0.500
28,can2,4,0.000057,560,1.600,0.500
28,can2,5,-0.032182,560,1.600,0.500
28,can2,6,-0.000683,560,1.600,0.500
28,can3,13,0.001296,560,1.600,0.500
28,can3,14,0.000103,560,1.600,0.500
28,can3,15,0.000038,560,1.600,0.500
28,can3,16,0.000764,560,1.600,0.500
29,can2,3,-0.001215,580,1.600,0.500
29,can2,4,0.000059,580,1.600,0.500
29,can2,5,-0.033332,580,1.600,0.500
29,can2,6,-0.000707,580,1.600,0.500
29,can3,13,0.001342,580,1.600,0.500
29,can3,14,0.000106,580,1.600,0.500
29,can3,15,0.000040,580,1.600,0.500
29,can3,16,0.000791,580,1.600,0.500
30,can2,3,-0.001257,600,1.600,0.500
30,can2,4,0.000061,600,1.600,0.500
30,can2,5,-0.034481,600,1.600,0.500
30,can2,6,-0.000731,600,1.600,0.500
30,can3,13,0.001389,600,1.600,0.500
30,can3,14,0.000110,600,1.600,0.500
30,can3,15,0.000041,600,1.600,0.500
30,can3,16,0.000819,600,1.600,0.500
31,can2,3,-0.001298,620,1.600,0.500
31,can2,4,0.000063,620,1.600,0.500
31,can2,5,-0.035631,620,1.600,0.500
31,can2,6,-0.000756,620,1.600,0.500
31,can3,13,0.001435,620,1.600,0.500
31,can3,14,0.000114,620,1.600,0.500
31,can3,15,0.000043,620,1.600,0.500
31,can3,16,0.000846,620,1.600,0.500
32,can2,3,-0.001340,640,1.600,0.500
32,can2,4,0.000066,640,1.600,0.500
32,can2,5,-0.036780,640,1.600,0.500
32,can2,6,-0.000780,640,1.600,0.500
32,can3,13,0.001481,640,1.600,0.500
32,can3,14,0.000117,640,1.600,0.500
32,can3,15,0.000044,640,1.600,0.500
32,can3,16,0.000873,640,1.600,0.500
33,can2,3,-0.001382,660,1.600,0.500
33,can2,4,0.000068,660,1.600,0.500
33,can2,5,-0.037929,660,1.600,0.500
33,can2,6,-0.000805,660,1.600,0.500
33,can3,13,0.001528,660,1.600,0.500
33,can3,14,0.000121,660,1.600,0.500
33,can3,15,0.000045,660,1.600,0.500
33,can3,16,0.000900,660,1.600,0.500
34,can2,3,-0.001424,680,1.600,0.500
34,can2,4,0.000070,680,1.600,0.500
34,can2,5,-0.039079,680,1.600,0.500
34,can2,6,-0.000829,680,1.600,0.500
34,can3,13,0.001574,680,1.600,0.500
34,can3,14,0.000125,680,1.600,0.500
34,can3,15,0.000047,680,1.600,0.500
34,can3,16,0.000928,680,1.600,0.500
35,can2,3,-0.001466,700,1.600,0.500
35,can2,4,0.000072,700,1.600,0.500
35,can2,5,-0.040228,700,1.600,0.500
35,can2,6,-0.000853,700,1.600,0.500
35,can3,13,0.001620,700,1.600,0.500
35,can3,14,0.000128,700,1.600,0.500
35,can3,15,0.000048,700,1.600,0.500
35,can3,16,0.000955,700,1.600,0.500
36,can2,3,-0.001508,719,1.600,0.500
36,can2,4,0.000074,719,1.600,0.500
36,can2,5,-0.041377,719,1.600,0.500
36,can2,6,-0.000878,719,1.600,0.500
36,can3,13,0.001667,719,1.600,0.500
36,can3,14,0.000132,719,1.600,0.500
36,can3,15,0.000049,719,1.600,0.500
36,can3,16,0.000982,719,1.600,0.500
37,can2,3,-0.001550,739,1.600,0.500
37,can2,4,0.000076,739,1.600,0.500
37,can2,5,-0.042527,739,1.600,0.500
37,can2,6,-0.000902,739,1.600,0.500
37,can3,13,0.001713,739,1.600,0.500
37,can3,14,0.000136,739,1.600,0.500
37,can3,15,0.000051,739,1.600,0.500
37,can3,16,0.001010,739,1.600,0.500
38,can2,3,-0.001592,759,1.600,0.500
38,can2,4,0.000078,759,1.600,0.500
38,can2,5,-0.043676,759,1.600,0.500
38,can2,6,-0.000926,759,1.600,0.500
38,can3,13,0.001759,759,1.600,0.500
38,can3,14,0.000139,759,1.600,0.500
38,can3,15,0.000052,759,1.600,0.500
38,can3,16,0.001037,759,1.600,0.500
39,can2,3,-0.001634,779,1.600,0.500
39,can2,4,0.000080,779,1.600,0.500
39,can2,5,-0.044825,779,1.600,0.500
39,can2,6,-0.000951,779,1.600,0.500
39,can3,13,0.001805,779,1.600,0.500
39,can3,14,0.000143,779,1.600,0.500
39,can3,15,0.000053,779,1.600,0.500
39,can3,16,0.001064,779,1.600,0.500
40,can2,3,-0.001675,799,1.600,0.500
40,can2,4,0.000082,799,1.600,0.500
40,can2,5,-0.045975,799,1.600,0.500
40,can2,6,-0.000975,799,1.600,0.500
40,can3,13,0.001852,799,1.600,0.500
40,can3,14,0.000147,799,1.600,0.500
40,can3,15,0.000055,799,1.600,0.500
40,can3,16,0.001091,799,1.600,0.500
41,can2,3,-0.001717,819,1.600,0.500
41,can2,4,0.000084,819,1.600,0.500
41,can2,5,-0.047124,819,1.600,0.500
41,can2,6,-0.001000,819,1.600,0.500
41,can3,13,0.001898,819,1.600,0.500
41,can3,14,0.000150,819,1.600,0.500
41,can3,15,0.000056,819,1.600,0.500
41,can3,16,0.001119,819,1.600,0.500
42,can2,3,-0.001759,839,1.600,0.500
42,can2,4,0.000086,839,1.600,0.500
42,can2,5,-0.048274,839,1.600,0.500
42,can2,6,-0.001024,839,1.600,0.500
42,can3,13,0.001944,839,1.600,0.500
42,can3,14,0.000154,839,1.600,0.500
42,can3,15,0.000058,839,1.600,0.500
42,can3,16,0.001146,839,1.600,0.500
43,can2,3,-0.001801,859,1.600,0.500
43,can2,4,0.000088,859,1.600,0.500
43,can2,5,-0.049423,859,1.600,0.500
43,can2,6,-0.001048,859,1.600,0.500
43,can3,13,0.001991,859,1.600,0.500
43,can3,14,0.000158,859,1.600,0.500
43,can3,15,0.000059,859,1.600,0.500
43,can3,16,0.001173,859,1.600,0.500
44,can2,3,-0.001843,879,1.600,0.500
44,can2,4,0.000090,879,1.600,0.500
44,can2,5,-0.050572,879,1.600,0.500
44,can2,6,-0.001073,879,1.600,0.500
44,can3,13,0.002037,879,1.600,0.500
44,can3,14,0.000161,879,1.600,0.500
44,can3,15,0.000060,879,1.600,0.500
44,can3,16,0.001201,879,1.600,0.500
45,can2,3,-0.001885,899,1.600,0.500
45,can2,4,0.000092,899,1.600,0.500
45,can2,5,-0.051722,899,1.600,0.500
45,can2,6,-0.001097,899,1.600,0.500
45,can3,13,0.002083,899,1.600,0.500
45,can3,14,0.000165,899,1.600,0.500
45,can3,15,0.000062,899,1.600,0.500
45,can3,16,0.001228,899,1.600,0.500
46,can2,3,-0.001927,919,1.600,0.500
46,can2,4,0.000094,919,1.600,0.500
46,can2,5,-0.052871,919,1.600,0.500
46,can2,6,-0.001122,919,1.600,0.500
46,can3,13,0.002129,919,1.600,0.500
46,can3,14,0.000169,919,1.600,0.500
46,can3,15,0.000063,919,1.600,0.500
46,can3,16,0.001255,919,1.600,0.500
47,can2,3,-0.001969,939,1.600,0.500
47,can2,4,0.000096,939,1.600,0.500
47,can2,5,-0.054020,939,1.600,0.500
47,can2,6,-0.001146,939,1.600,0.500
47,can3,13,0.002176,939,1.600,0.500
47,can3,14,0.000172,939,1.600,0.500
47,can3,15,0.000064,939,1.600,0.500
47,can3,16,0.001282,939,1.600,0.500
48,can2,3,-0.002010,959,1.600,0.500
48,can2,4,0.000098,959,1.600,0.500
48,can2,5,-0.055170,959,1.600,0.500
48,can2,6,-0.001170,959,1.600,0.500
48,can3,13,0.002222,959,1.600,0.500
48,can3,14,0.000176,959,1.600,0.500
48,can3,15,0.000066,959,1.600,0.500
48,can3,16,0.001310,959,1.600,0.500
49,can2,3,-0.002052,979,1.600,0.500
49,can2,4,0.000100,979,1.600,0.500
49,can2,5,-0.056319,979,1.600,0.500
49,can2,6,-0.001195,979,1.600,0.500
49,can3,13,0.002268,979,1.600,0.500
49,can3,14,0.000180,979,1.600,0.500
49,can3,15,0.000067,979,1.600,0.500
49,can3,16,0.001337,979,1.600,0.500
50,can2,3,-0.002094,999,1.600,0.500
50,can2,4,0.000102,999,1.600,0.500
50,can2,5,-0.057469,999,1.600,0.500
50,can2,6,-0.001219,999,1.600,0.500
50,can3,13,0.002315,999,1.600,0.500
50,can3,14,0.000183,999,1.600,0.500
50,can3,15,0.000069,999,1.600,0.500
50,can3,16,0.001364,999,1.600,0.500
51,can2,3,-0.002136,1019,1.600,0.500
51,can2,4,0.000104,1019,1.600,0.500
51,can2,5,-0.058618,1019,1.600,0.500
51,can2,6,-0.001243,1019,1.600,0.500
51,can3,13,0.002361,1019,1.600,0.500
51,can3,14,0.000187,1019,1.600,0.500
51,can3,15,0.000070,1019,1.600,0.500
51,can3,16,0.001392,1019,1.600,0.500
52,can2,3,-0.002178,1039,1.600,0.500
52,can2,4,0.000106,1039,1.600,0.500
52,can2,5,-0.059767,1039,1.600,0.500
52,can2,6,-0.001268,1039,1.600,0.500
52,can3,13,0.002407,1039,1.600,0.500
52,can3,14,0.000191,1039,1.600,0.500
52,can3,15,0.000071,1039,1.600,0.500
52,can3,16,0.001419,1039,1.600,0.500
53,can2,3,-0.002220,1059,1.600,0.500
53,can2,4,0.000108,1059,1.600,0.500
53,can2,5,-0.060917,1059,1.600,0.500
53,can2,6,-0.001292,1059,1.600,0.500
53,can3,13,0.002453,1059,1.600,0.500
53,can3,14,0.000194,1059,1.600,0.500
53,can3,15,0.000073,1059,1.600,0.500
53,can3,16,0.001446,1059,1.600,0.500
54,can2,3,-0.002262,1079,1.600,0.500
54,can2,4,0.000111,1079,1.600,0.500
54,can2,5,-0.062066,1079,1.600,0.500
54,can2,6,-0.001317,1079,1.600,0.500
54,can3,13,0.002500,1079,1.600,0.500
54,can3,14,0.000198,1079,1.600,0.500
54,can3,15,0.000074,1079,1.600,0.500
54,can3,16,0.001473,1079,1.600,0.500
55,can2,3,-0.002304,1099,1.600,0.500
55,can2,4,0.000113,1099,1.600,0.500
55,can2,5,-0.063215,1099,1.600,0.500
55,can2,6,-0.001341,1099,1.600,0.500
55,can3,13,0.002546,1099,1.600,0.500
55,can3,14,0.000202,1099,1.600,0.500
55,can3,15,0.000075,1099,1.600,0.500
55,can3,16,0.001501,1099,1.600,0.500
56,can2,3,-0.002346,1119,1.600,0.500
56,can2,4,0.000115,1119,1.600,0.500
56,can2,5,-0.064365,1119,1.600,0.500
56,can2,6,-0.001365,1119,1.600,0.500
56,can3,13,0.002592,1119,1.600,0.500
56,can3,14,0.000205,1119,1.600,0.500
56,can3,15,0.000077,1119,1.600,0.500
56,can3,16,0.001528,1119,1.600,0.500
57,can2,3,-0.002387,1139,1.600,0.500
57,can2,4,0.000117,1139,1.600,0.500
57,can2,5,-0.065514,1139,1.600,0.500
57,can2,6,-0.001390,1139,1.600,0.500
57,can3,13,0.002639,1139,1.600,0.500
57,can3,14,0.000209,1139,1.600,0.500
57,can3,15,0.000078,1139,1.600,0.500
57,can3,16,0.001555,1139,1.600,0.500
58,can2,3,-0.002429,1159,1.600,0.500
58,can2,4,0.000119,1159,1.600,0.500
58,can2,5,-0.066664,1159,1.600,0.500
58,can2,6,-0.001414,1159,1.600,0.500
58,can3,13,0.002685,1159,1.600,0.500
58,can3,14,0.000213,1159,1.600,0.500
58,can3,15,0.000080,1159,1.600,0.500
58,can3,16,0.001583,1159,1.600,0.500
59,can2,3,-0.002471,1179,1.600,0.500
59,can2,4,0.000121,1179,1.600,0.500
59,can2,5,-0.067813,1179,1.600,0.500
59,can2,6,-0.001438,1179,1.600,0.500
59,can3,13,0.002731,1179,1.600,0.500
59,can3,14,0.000216,1179,1.600,0.500
59,can3,15,0.000081,1179,1.600,0.500
59,can3,16,0.001610,1179,1.600,0.500
60,can2,3,-0.002513,1199,1.600,0.500
60,can2,4,0.000123,1199,1.600,0.500
60,can2,5,-0.068962,1199,1.600,0.500
60,can2,6,-0.001463,1199,1.600,0.500
60,can3,13,0.002778,1199,1.600,0.500
60,can3,14,0.000220,1199,1.600,0.500
60,can3,15,0.000082,1199,1.600,0.500
60,can3,16,0.001637,1199,1.600,0.500
61,can2,3,-0.002555,1219,1.600,0.500
61,can2,4,0.000125,1219,1.600,0.500
61,can2,5,-0.070112,1219,1.600,0.500
61,can2,6,-0.001487,1219,1.600,0.500
61,can3,13,0.002824,1219,1.600,0.500
61,can3,14,0.000224,1219,1.600,0.500
61,can3,15,0.000084,1219,1.600,0.500
61,can3,16,0.001664,1219,1.600,0.500
62,can2,3,-0.002597,1239,1.600,0.500
62,can2,4,0.000127,1239,1.600,0.500
62,can2,5,-0.071261,1239,1.600,0.500
62,can2,6,-0.001512,1239,1.600,0.500
62,can3,13,0.002870,1239,1.600,0.500
62,can3,14,0.000227,1239,1.600,0.500
62,can3,15,0.000085,1239,1.600,0.500
62,can3,16,0.001692,1239,1.600,0.500
63,can2,3,-0.002639,1259,1.600,0.500
63,can2,4,0.000129,1259,1.600,0.500
63,can2,5,-0.072410,1259,1.600,0.500
63,can2,6,-0.001536,1259,1.600,0.500
63,can3,13,0.002916,1259,1.600,0.500
63,can3,14,0.000231,1259,1.600,0.500
63,can3,15,0.000086,1259,1.600,0.500
63,can3,16,0.001719,1259,1.600,0.500
64,can2,3,-0.002681,1279,1.600,0.500
64,can2,4,0.000131,1279,1.600,0.500
64,can2,5,-0.073560,1279,1.600,0.500
64,can2,6,-0.001560,1279,1.600,0.500
64,can3,13,0.002963,1279,1.600,0.500
64,can3,14,0.000235,1279,1.600,0.500
64,can3,15,0.000088,1279,1.600,0.500
64,can3,16,0.001746,1279,1.600,0.500
65,can2,3,-0.002723,1299,1.600,0.500
65,can2,4,0.000133,1299,1.600,0.500
65,can2,5,-0.074709,1299,1.600,0.500
65,can2,6,-0.001585,1299,1.600,0.500
65,can3,13,0.003009,1299,1.600,0.500
65,can3,14,0.000238,1299,1.600,0.500
65,can3,15,0.000089,1299,1.600,0.500
65,can3,16,0.001774,1299,1.600,0.500
66,can2,3,-0.002764,1319,1.600,0.500
66,can2,4,0.000135,1319,1.600,0.500
66,can2,5,-0.075859,1319,1.600,0.500
66,can2,6,-0.001609,1319,1.600,0.500
66,can3,13,0.003055,1319,1.600,0.500
66,can3,14,0.000242,1319,1.600,0.500
66,can3,15,0.000091,1319,1.600,0.500
66,can3,16,0.001801,1319,1.600,0.500
67,can2,3,-0.002806,1339,1.600,0.500
67,can2,4,0.000137,1339,1.600,0.500
67,can2,5,-0.077008,1339,1.600,0.500
67,can2,6,-0.001634,1339,1.600,0.500
67,can3,13,0.003102,1339,1.600,0.500
67,can3,14,0.000246,1339,1.600,0.500
67,can3,15,0.000092,1339,1.600,0.500
67,can3,16,0.001828,1339,1.600,0.500
68,can2,3,-0.002848,1359,1.600,0.500
68,can2,4,0.000139,1359,1.600,0.500
68,can2,5,-0.078157,1359,1.600,0.500
68,can2,6,-0.001658,1359,1.600,0.500
68,can3,13,0.003148,1359,1.600,0.500
68,can3,14,0.000249,1359,1.600,0.500
68,can3,15,0.000093,1359,1.600,0.500
68,can3,16,0.001855,1359,1.600,0.500
69,can2,3,-0.002890,1379,1.600,0.500
69,can2,4,0.000141,1379,1.600,0.500
69,can2,5,-0.079307,1379,1.600,0.500
69,can2,6,-0.001682,1379,1.600,0.500
69,can3,13,0.003194,1379,1.600,0.500
69,can3,14,0.000253,1379,1.600,0.500
69,can3,15,0.000095,1379,1.600,0.500
69,can3,16,0.001883,1379,1.600,0.500
70,can2,3,-0.002932,1399,1.600,0.500
70,can2,4,0.000143,1399,1.600,0.500
70,can2,5,-0.080456,1399,1.600,0.500
70,can2,6,-0.001707,1399,1.600,0.500
70,can3,13,0.003240,1399,1.600,0.500
70,can3,14,0.000257,1399,1.600,0.500
70,can3,15,0.000096,1399,1.600,0.500
70,can3,16,0.001910,1399,1.600,0.500
71,can2,3,-0.002974,1419,1.600,0.500
71,can2,4,0.000145,1419,1.600,0.500
71,can2,5,-0.081605,1419,1.600,0.500
71,can2,6,-0.001731,1419,1.600,0.500
71,can3,13,0.003287,1419,1.600,0.500
71,can3,14,0.000260,1419,1.600,0.500
71,can3,15,0.000097,1419,1.600,0.500
71,can3,16,0.001937,1419,1.600,0.500
72,can2,3,-0.003016,1439,1.600,0.500
72,can2,4,0.000147,1439,1.600,0.500
72,can2,5,-0.082755,1439,1.600,0.500
72,can2,6,-0.001755,1439,1.600,0.500
72,can3,13,0.003333,1439,1.600,0.500
72,can3,14,0.000264,1439,1.600,0.500
72,can3,15,0.000099,1439,1.600,0.500
72,can3,16,0.001965,1439,1.600,0.500
73,can2,3,-0.003058,1459,1.600,0.500
73,can2,4,0.000149,1459,1.600,0.500
73,can2,5,-0.083904,1459,1.600,0.500
73,can2,6,-0.001780,1459,1.600,0.500
73,can3,13,0.003379,1459,1.600,0.500
73,can3,14,0.000268,1459,1.600,0.500
73,can3,15,0.000100,1459,1.600,0.500
73,can3,16,0.001992,1459,1.600,0.500
74,can2,3,-0.003100,1479,1.600,0.500
74,can2,4,0.000151,1479,1.600,0.500
74,can2,5,-0.085053,1479,1.600,0.500
74,can2,6,-0.001804,1479,1.600,0.500
74,can3,13,0.003426,1479,1.600,0.500
74,can3,14,0.000271,1479,1.600,0.500
74,can3,15,0.000102,1479,1.600,0.500
74,can3,16,0.002019,1479,1.600,0.500
75,can2,3,-0.003141,1499,1.600,0.500
75,can2,4,0.000154,1499,1.600,0.500
75,can2,5,-0.086203,1499,1.600,0.500
75,can2,6,-0.001829,1499,1.600,0.500
75,can3,13,0.003472,1499,1.600,0.500
75,can3,14,0.000275,1499,1.600,0.500
75,can3,15,0.000103,1499,1.600,0.500
75,can3,16,0.002046,1499,1.600,0.500
76,can2,3,-0.003183,1519,1.600,0.500
76,can2,4,0.000156,1519,1.600,0.500
76,can2,5,-0.087352,1519,1.600,0.500
76,can2,6,-0.001853,1519,1.600,0.500
